Gene stable ID,Transcript stable ID,Gene type,Gene name,miRBase accession,miRBase ID
ENSG00000265866,ENST00000579958,miRNA,AC067805.1,,
ENSG00000221463,ENST00000408536,miRNA,MIR1277,MI0006419,hsa-mir-1277
ENSG00000221141,ENST00000408214,miRNA,AC126323.1,,
ENSG00000265075,ENST00000584551,miRNA,MIR3622B,MI0016014,hsa-mir-3622b
ENSG00000265075,ENST00000584551,miRNA,MIR3622B,MI0016013,hsa-mir-3622a
ENSG00000216031,ENST00000401212,miRNA,MIR298,MI0005523,hsa-mir-298
ENSG00000221172,ENST00000408245,miRNA,AC091096.1,,
ENSG00000263681,ENST00000582241,miRNA,MIR3197,MI0014245,hsa-mir-3197
ENSG00000263903,ENST00000580214,miRNA,AL035250.1,,
ENSG00000265847,ENST00000579398,miRNA,MIR4287,MI0015895,hsa-mir-4287
ENSG00000216171,ENST00000401352,miRNA,MIR513C,MI0006649,hsa-mir-513c
ENSG00000207871,ENST00000385136,miRNA,MIR513B,MI0006648,hsa-mir-513b
ENSG00000207873,ENST00000385138,miRNA,MIR513A1,MI0003191,hsa-mir-513a-1
ENSG00000207984,ENST00000385249,miRNA,MIR513A2,MI0003192,hsa-mir-513a-2
ENSG00000207731,ENST00000384998,miRNA,MIR506,MI0003193,hsa-mir-506
ENSG00000221122,ENST00000408195,miRNA,AC098869.1,,
ENSG00000207969,ENST00000385234,miRNA,MIR507,MI0003194,hsa-mir-507
ENSG00000263642,ENST00000581881,miRNA,MIR4802,MI0017450,hsa-mir-4802
ENSG00000207589,ENST00000384857,miRNA,MIR508,MI0003195,hsa-mir-508
ENSG00000264366,ENST00000582504,miRNA,Z95400.1,,
ENSG00000221305,ENST00000408378,miRNA,MIR548I3,MI0006423,hsa-mir-548i-3
ENSG00000252583,ENST00000516774,miRNA,MIR514B,MI0014251,hsa-mir-514b
ENSG00000212013,ENST00000390724,miRNA,MIR509-2,MI0005530,hsa-mir-509-2
ENSG00000212014,ENST00000390725,miRNA,MIR509-3,MI0005717,hsa-mir-509-3
ENSG00000221027,ENST00000408100,miRNA,AC068020.1,,
ENSG00000208000,ENST00000385265,miRNA,MIR509-1,MI0005530,hsa-mir-509-2
ENSG00000208000,ENST00000385265,miRNA,MIR509-1,MI0003196,hsa-mir-509-1
ENSG00000265317,ENST00000577415,miRNA,AC103740.1,,
ENSG00000207641,ENST00000384909,miRNA,MIR510,MI0003197,hsa-mir-510
ENSG00000207802,ENST00000385067,miRNA,MIR646,MI0003661,hsa-mir-646
ENSG00000211137,ENST00000388402,miRNA,MIR190A,MI0000486,hsa-mir-190a
ENSG00000207868,ENST00000385133,miRNA,MIR514A1,MI0003198,hsa-mir-514a-1
ENSG00000266140,ENST00000581943,miRNA,MIR4533,MI0016900,hsa-mir-4533
ENSG00000265251,ENST00000582598,miRNA,MIR4288,MI0015896,hsa-mir-4288
ENSG00000207866,ENST00000385131,miRNA,MIR514A2,MI0003200,hsa-mir-514a-3
ENSG00000207866,ENST00000385131,miRNA,MIR514A2,MI0003199,hsa-mir-514a-2
ENSG00000265617,ENST00000581228,miRNA,MIR548AG2,MI0016794,hsa-mir-548ag-2
ENSG00000207867,ENST00000385132,miRNA,MIR514A3,MI0003200,hsa-mir-514a-3
ENSG00000207867,ENST00000385132,miRNA,MIR514A3,MI0003199,hsa-mir-514a-2
ENSG00000266600,ENST00000579999,miRNA,BX927138.1,,
ENSG00000221417,ENST00000408490,miRNA,MIR1257,MI0006391,hsa-mir-1257
ENSG00000264952,ENST00000580102,miRNA,AC004000.1,,
ENSG00000265306,ENST00000585001,miRNA,hsa-mir-3195,MI0014240,hsa-mir-3195
ENSG00000264105,ENST00000583455,miRNA,MIR3688-1,MI0017447,hsa-mir-3688-2
ENSG00000264105,ENST00000583455,miRNA,MIR3688-1,MI0016089,hsa-mir-3688-1
ENSG00000216089,ENST00000401270,miRNA,AC105316.1,,
ENSG00000211578,ENST00000390223,miRNA,MIR766,MI0003836,hsa-mir-766
ENSG00000221362,ENST00000408435,miRNA,AC106860.1,,
ENSG00000266574,ENST00000583906,miRNA,hsa-mir-219a-1,MI0000296,hsa-mir-219a-1
ENSG00000266058,ENST00000582816,miRNA,AC084010.1,,
ENSG00000216197,ENST00000401378,miRNA,AP001623.1,,
ENSG00000264535,ENST00000577895,miRNA,AC093788.1,,
ENSG00000207819,ENST00000385084,miRNA,MIR9-3,MI0000468,hsa-mir-9-3
ENSG00000264392,ENST00000581061,miRNA,AC002477.1,,
ENSG00000263824,ENST00000584930,miRNA,AC022882.1,,
ENSG00000221005,ENST00000408078,miRNA,AL161723.1,,
ENSG00000266496,ENST00000584757,miRNA,AC131951.1,,
ENSG00000199156,ENST00000362286,miRNA,MIR422A,MI0001444,hsa-mir-422a
ENSG00000212034,ENST00000390745,miRNA,AC084262.1,,
ENSG00000263855,ENST00000577739,miRNA,AC105081.1,,
ENSG00000263392,ENST00000577231,miRNA,AC084262.2,,
ENSG00000266476,ENST00000577225,miRNA,AC084262.3,,
ENSG00000264966,ENST00000578766,miRNA,MIR5094,MI0017983,hsa-mir-5094
ENSG00000264796,ENST00000578736,miRNA,MIR5009,MI0017877,hsa-mir-5009
ENSG00000265871,ENST00000583440,miRNA,MIR3174,MI0014208,hsa-mir-3174
ENSG00000263459,ENST00000581575,miRNA,AL359552.1,,
ENSG00000222196,ENST00000410264,miRNA,AC121157.1,,
ENSG00000221265,ENST00000408338,miRNA,MIR1255A,MI0006389,hsa-mir-1255a
ENSG00000265835,ENST00000578249,miRNA,AC009800.1,,
ENSG00000251871,ENST00000516062,miRNA,AC016113.1,,
ENSG00000264702,ENST00000410358,miRNA,AC231656.1,,
ENSG00000238553,ENST00000458904,miRNA,AF213884.3,,
ENSG00000264580,ENST00000579137,miRNA,MIR5692B,MI0019311,hsa-mir-5692b
ENSG00000207559,ENST00000384828,miRNA,MIR578,MI0003585,hsa-mir-578
ENSG00000211526,ENST00000390192,miRNA,AL121869.1,,
ENSG00000264445,ENST00000577242,miRNA,AC087269.2,,
ENSG00000222512,ENST00000410580,miRNA,AL137019.1,,
ENSG00000215999,ENST00000401180,miRNA,AC004052.1,,
ENSG00000272082,ENST00000606234,miRNA,AC093628.1,,
ENSG00000223297,ENST00000411365,miRNA,AC116154.1,,
ENSG00000263407,ENST00000583549,miRNA,MIR4660,MI0017288,hsa-mir-4660
ENSG00000207698,ENST00000384965,miRNA,MIR32,MI0000090,hsa-mir-32
ENSG00000221003,ENST00000408076,miRNA,AC131254.1,,
ENSG00000264788,ENST00000579676,miRNA,MIR3148,MI0014175,hsa-mir-3148
ENSG00000264009,ENST00000580152,miRNA,AP001631.1,,
ENSG00000221309,ENST00000408382,miRNA,AC091167.1,,
ENSG00000265647,ENST00000578641,miRNA,AL358815.1,,
ENSG00000263861,ENST00000579313,miRNA,MIR3927,MI0016435,hsa-mir-3927
ENSG00000221665,ENST00000408738,miRNA,AL591708.1,,
ENSG00000221187,ENST00000408260,miRNA,MIR548M,MI0006400,hsa-mir-548m
ENSG00000212098,ENST00000390809,miRNA,AL390966.1,,
ENSG00000221033,ENST00000408106,miRNA,MIR1272,MI0006408,hsa-mir-1272
ENSG00000264737,ENST00000582784,miRNA,MIR4511,MI0016877,hsa-mir-4511
ENSG00000212032,ENST00000390743,miRNA,AC007486.1,,
ENSG00000265456,ENST00000584290,miRNA,MIR3672,MI0016073,hsa-mir-3672
ENSG00000263512,ENST00000580794,miRNA,MIR4311,MI0015841,hsa-mir-4311
ENSG00000221217,ENST00000408290,miRNA,AL359851.1,,
ENSG00000266254,ENST00000583187,miRNA,AC093874.1,,
ENSG00000221317,ENST00000408390,miRNA,AL513487.1,,
ENSG00000265300,ENST00000578704,miRNA,AC007731.1,,
ENSG00000266589,ENST00000583257,miRNA,MIR4512,MI0016878,hsa-mir-4512
ENSG00000266315,ENST00000582284,miRNA,MIR4668,MI0017298,hsa-mir-4668
ENSG00000263662,ENST00000581903,miRNA,AL591856.4,,
ENSG00000239196,ENST00000459457,miRNA,AL591856.3,,
ENSG00000263854,ENST00000584224,miRNA,AL591856.5,,
ENSG00000266603,ENST00000578309,miRNA,AL591856.7,,
ENSG00000238617,ENST00000458883,miRNA,AL591856.1,,
ENSG00000264787,ENST00000577568,miRNA,AL591856.6,,
ENSG00000239051,ENST00000458962,miRNA,AL591856.2,,
ENSG00000264718,ENST00000582098,miRNA,AC007050.1,,
ENSG00000221589,ENST00000408662,miRNA,AC100817.1,,
ENSG00000264713,ENST00000582776,miRNA,AC106878.1,,
ENSG00000216204,ENST00000401385,miRNA,AC018607.1,,
ENSG00000221764,ENST00000408837,miRNA,AC107068.1,,
ENSG00000207701,ENST00000384968,miRNA,MIR597,MI0003609,hsa-mir-597
ENSG00000222437,ENST00000410505,miRNA,AC118282.3,,
ENSG00000221747,ENST00000408820,miRNA,AC118282.2,,
ENSG00000221415,ENST00000408488,miRNA,AC118282.1,,
ENSG00000266337,ENST00000580661,miRNA,AC118282.4,,
ENSG00000265082,ENST00000577653,miRNA,AL356213.1,,
ENSG00000222333,ENST00000410401,miRNA,AC093680.1,,
ENSG00000221393,ENST00000408466,miRNA,MIR1302-6,MI0006367,hsa-mir-1302-6
ENSG00000223030,ENST00000411098,miRNA,AC091697.1,,
ENSG00000211556,ENST00000390130,miRNA,AL157702.1,,
ENSG00000207575,ENST00000384843,miRNA,MIR649,MI0003664,hsa-mir-649
ENSG00000266318,ENST00000580523,miRNA,MIR5692A2,MI0019298,hsa-mir-5692a-2
ENSG00000266318,ENST00000580523,miRNA,MIR5692A2,MI0019297,hsa-mir-5692a-1
ENSG00000266668,ENST00000577959,miRNA,MIR5692C2,MI0019289,hsa-mir-5692c-2
ENSG00000265591,ENST00000579348,miRNA,AC119751.5,,
ENSG00000207726,ENST00000384993,miRNA,MIR455,MI0003513,hsa-mir-455
ENSG00000221075,ENST00000408148,miRNA,AC119751.1,,
ENSG00000221334,ENST00000408407,miRNA,AC119751.3,,
ENSG00000221082,ENST00000408155,miRNA,AC119751.2,,
ENSG00000223099,ENST00000411167,miRNA,AC119751.4,,
ENSG00000252454,ENST00000516645,miRNA,MIR2114,MI0010633,hsa-mir-2114
ENSG00000221296,ENST00000408369,miRNA,MIR548T,MI0014164,hsa-mir-548t
ENSG00000221320,ENST00000408393,miRNA,AC023385.1,,
ENSG00000272241,ENST00000606438,miRNA,AL160275.1,,
ENSG00000264779,ENST00000577331,miRNA,AC107871.1,,
ENSG00000264585,ENST00000578365,miRNA,MIR4449,MI0016792,hsa-mir-4449
ENSG00000263713,ENST00000401364,miRNA,AC109994.1,,
ENSG00000264173,ENST00000577670,miRNA,MIR3175,MI0014209,hsa-mir-3175
ENSG00000266656,ENST00000579811,miRNA,AC104066.1,,
ENSG00000265195,ENST00000579909,miRNA,MIR4312,MI0015842,hsa-mir-4312
ENSG00000266046,ENST00000581081,miRNA,AC084209.1,,
ENSG00000265789,ENST00000579077,miRNA,MIR4330,MI0015902,hsa-mir-4330
ENSG00000265522,ENST00000581341,miRNA,AC097473.1,,
ENSG00000221734,ENST00000408807,miRNA,AL390240.1,,
ENSG00000266374,ENST00000584174,miRNA,AC026512.1,,
ENSG00000266813,ENST00000583131,miRNA,AF196779.1,,
ENSG00000265047,ENST00000580566,miRNA,AC026992.1,,
ENSG00000265269,ENST00000582686,miRNA,MIR4311,MI0015841,hsa-mir-4311
ENSG00000266019,ENST00000582661,miRNA,MIR3609,MI0015999,hsa-mir-3609
ENSG00000221772,ENST00000408845,miRNA,AL353141.1,,
ENSG00000265932,ENST00000580367,miRNA,MIR3146,MI0014172,hsa-mir-3146
ENSG00000207924,ENST00000385189,miRNA,MIR196A2,MI0000279,hsa-mir-196a-2
ENSG00000221219,ENST00000408292,miRNA,AC110298.1,,
ENSG00000263842,ENST00000581071,miRNA,AC104986.1,,
ENSG00000216182,ENST00000401363,miRNA,AL137024.1,,
ENSG00000252430,ENST00000516621,miRNA,AL109750.1,,
ENSG00000263762,ENST00000580651,miRNA,MIR4286,MI0015894,hsa-mir-4286
ENSG00000207804,ENST00000385069,miRNA,MIR599,MI0003611,hsa-mir-599
ENSG00000216069,ENST00000401250,miRNA,MIR875,MI0005541,hsa-mir-875
ENSG00000264712,ENST00000577413,miRNA,MIR4504,MI0016867,hsa-mir-4504
ENSG00000265662,ENST00000583553,miRNA,AL354981.1,,
ENSG00000265929,ENST00000583555,miRNA,hsa-mir-5195,MI0018174,hsa-mir-5195
ENSG00000215923,ENST00000401104,miRNA,AC007528.1,,
ENSG00000221753,ENST00000408826,miRNA,MIR1273A,MI0006409,hsa-mir-1273a
ENSG00000207600,ENST00000384868,miRNA,MIR598,MI0003610,hsa-mir-598
ENSG00000265599,ENST00000584480,miRNA,MIR4471,MI0016822,hsa-mir-4471
ENSG00000207653,ENST00000384920,miRNA,MIR558,MI0003564,hsa-mir-558
ENSG00000222197,ENST00000410265,miRNA,AL359836.1,,
ENSG00000265057,ENST00000585007,miRNA,MIR4765,MI0017406,hsa-mir-4765
ENSG00000264986,ENST00000583139,miRNA,MIR5092,MI0017981,hsa-mir-5092
ENSG00000264991,ENST00000579868,miRNA,AP001205.1,,
ENSG00000265865,ENST00000581408,miRNA,AC069285.1,,
ENSG00000263578,ENST00000577878,miRNA,AL359546.1,,
ENSG00000220984,ENST00000408057,miRNA,AC025674.1,,
ENSG00000266857,ENST00000579826,miRNA,AF186996.2,,
ENSG00000266768,ENST00000578597,miRNA,AC016727.1,,
ENSG00000264120,ENST00000582865,miRNA,AF274855.1,,
ENSG00000207621,ENST00000384889,miRNA,MIR224,MI0000301,hsa-mir-224
ENSG00000221576,ENST00000408649,miRNA,AC004543.1,,
ENSG00000207988,ENST00000385253,miRNA,MIR576,MI0003583,hsa-mir-576
ENSG00000207753,ENST00000385020,miRNA,MIR452,MI0001733,hsa-mir-452
ENSG00000264267,ENST00000580494,miRNA,AC069303.1,,
ENSG00000207814,ENST00000385079,miRNA,MIR147A,MI0000262,hsa-mir-147a
ENSG00000265561,ENST00000579691,miRNA,AC025458.1,,
ENSG00000222086,ENST00000410154,miRNA,AC010609.1,,
ENSG00000266861,ENST00000581297,miRNA,AC097506.1,,
ENSG00000266756,ENST00000577577,miRNA,MIR5680,MI0019280,hsa-mir-5680
ENSG00000266243,ENST00000582091,miRNA,MIR4279,MI0015887,hsa-mir-4279
ENSG00000212025,ENST00000390736,miRNA,AC011748.1,,
ENSG00000207717,ENST00000384984,miRNA,MIR551B,MI0003575,hsa-mir-551b
ENSG00000265759,ENST00000578125,miRNA,AC020934.1,,
ENSG00000251808,ENST00000515999,miRNA,AC024198.1,,
ENSG00000207758,ENST00000385025,miRNA,MIR532,MI0003205,hsa-mir-532
ENSG00000215961,ENST00000401142,miRNA,MIR297,MI0005775,hsa-mir-297
ENSG00000207768,ENST00000385034,miRNA,MIR188,MI0000484,hsa-mir-188
ENSG00000265152,ENST00000582167,miRNA,AF222686.1,,
ENSG00000207785,ENST00000385051,miRNA,MIR500A,MI0003184,hsa-mir-500a
ENSG00000208015,ENST00000385280,miRNA,MIR362,MI0000762,hsa-mir-362
ENSG00000266032,ENST00000583422,miRNA,AL357515.1,,
ENSG00000221074,ENST00000408147,miRNA,AC078851.2,,
ENSG00000211538,ENST00000390204,miRNA,MIR501,MI0003185,hsa-mir-501
ENSG00000239057,ENST00000458843,miRNA,MIR500B,MI0015903,hsa-mir-500b
ENSG00000207970,ENST00000385235,miRNA,MIR660,MI0003684,hsa-mir-660
ENSG00000272080,ENST00000606349,miRNA,MIR502,MI0003186,hsa-mir-502
ENSG00000266721,ENST00000579717,miRNA,MIR5695,MI0019302,hsa-mir-5695
ENSG00000222961,ENST00000411029,miRNA,AC008949.1,,
ENSG00000222492,ENST00000410560,miRNA,AC092069.1,,
ENSG00000207956,ENST00000385221,miRNA,MIR579,MI0003586,hsa-mir-579
ENSG00000223109,ENST00000411177,miRNA,MIR1538,MI0007259,hsa-mir-1538
ENSG00000265224,ENST00000582639,miRNA,AC012353.1,,
ENSG00000266259,ENST00000578083,miRNA,AC012003.1,,
ENSG00000265083,ENST00000578066,miRNA,MIR3691,MI0016092,hsa-mir-3691
ENSG00000212030,ENST00000390741,miRNA,AP002498.1,,
ENSG00000239131,ENST00000458963,miRNA,AC016706.1,,
ENSG00000264541,ENST00000577593,miRNA,AL162381.1,,
ENSG00000272174,ENST00000607869,miRNA,AC026703.2,,
ENSG00000271767,ENST00000607263,miRNA,AP002789.1,,
ENSG00000221233,ENST00000408306,miRNA,AC007842.1,,
ENSG00000221169,ENST00000408242,miRNA,AC013444.2,,
ENSG00000265538,ENST00000578133,miRNA,MIR4421,MI0016758,hsa-mir-4421
ENSG00000208017,ENST00000385282,miRNA,MIR140,MI0000456,hsa-mir-140
ENSG00000221051,ENST00000408124,miRNA,AC118344.1,,
ENSG00000238867,ENST00000458852,miRNA,AL136967.1,,
ENSG00000239101,ENST00000459498,miRNA,AL162430.2,,
ENSG00000207631,ENST00000384899,miRNA,MIR641,MI0003656,hsa-mir-641
ENSG00000221492,ENST00000408565,miRNA,AL162430.1,,
ENSG00000212063,ENST00000390774,miRNA,AC112693.1,,
ENSG00000265420,ENST00000579234,miRNA,MIR4779,MI0017423,hsa-mir-4779
ENSG00000265301,ENST00000584780,miRNA,MIR548AD,MI0016770,hsa-mir-548ad
ENSG00000266494,ENST00000578353,miRNA,MIR4641,MI0017268,hsa-mir-4641
ENSG00000264121,ENST00000579540,miRNA,AL157775.1,,
ENSG00000263572,ENST00000584820,miRNA,MIR5683,MI0025523,hsa-mir-7853
ENSG00000263572,ENST00000584820,miRNA,MIR5683,MI0019284,hsa-mir-5683
ENSG00000265960,ENST00000581084,miRNA,AL365181.1,,
ENSG00000266485,ENST00000583484,miRNA,AL365214.1,,
ENSG00000263886,ENST00000580355,miRNA,AL953885.1,,
ENSG00000266097,ENST00000579892,miRNA,MIR5192,MI0018171,hsa-mir-5192
ENSG00000222518,ENST00000410586,miRNA,AL645819.1,,
ENSG00000211581,ENST00000390226,miRNA,MIR765,MI0005116,hsa-mir-765
ENSG00000264332,ENST00000582628,miRNA,AC111194.1,,
ENSG00000266799,ENST00000401101,miRNA,AP003356.1,,
ENSG00000265523,ENST00000582264,miRNA,AC073647.1,,
ENSG00000252215,ENST00000516406,miRNA,AL357514.1,,
ENSG00000265919,ENST00000582178,miRNA,MIR4280,MI0015889,hsa-mir-4280
ENSG00000252453,ENST00000516644,miRNA,AC015971.1,,
ENSG00000264338,ENST00000580761,miRNA,AL359973.1,,
ENSG00000265637,ENST00000584545,miRNA,AC010235.1,,
ENSG00000222677,ENST00000410745,miRNA,AL513123.1,,
ENSG00000265898,ENST00000585114,miRNA,AP003354.1,,
ENSG00000222939,ENST00000411007,miRNA,AC079467.1,,
ENSG00000222409,ENST00000410477,miRNA,AC103996.1,,
ENSG00000266650,ENST00000583518,miRNA,AL357519.2,,
ENSG00000266358,ENST00000577470,miRNA,AL359771.1,,
ENSG00000221559,ENST00000408632,miRNA,AL357519.1,,
ENSG00000265166,ENST00000583219,miRNA,AF186996.1,,
ENSG00000252177,ENST00000516368,miRNA,AC005513.1,,
ENSG00000212076,ENST00000390787,miRNA,MIR761,MI0003941,hsa-mir-761
ENSG00000266344,ENST00000584907,miRNA,AL353731.1,,
ENSG00000211554,ENST00000390128,miRNA,AC096645.1,,
ENSG00000221737,ENST00000408810,miRNA,MIR548I1,MI0006421,hsa-mir-548i-1
ENSG00000265104,ENST00000578945,miRNA,AC011416.1,,
ENSG00000207808,ENST00000385073,miRNA,MIR27A,MI0000085,hsa-mir-27a
ENSG00000221132,ENST00000408205,miRNA,AL035422.1,,
ENSG00000265769,ENST00000581406,miRNA,AL589663.1,,
ENSG00000212022,ENST00000390733,miRNA,AC080032.1,,
ENSG00000207980,ENST00000385245,miRNA,MIR23A,MI0000079,hsa-mir-23a
ENSG00000207613,ENST00000384881,miRNA,MIR181C,MI0000271,hsa-mir-181c
ENSG00000207585,ENST00000384853,miRNA,MIR181D,MI0003139,hsa-mir-181d
ENSG00000222954,ENST00000411022,miRNA,AC110611.1,,
ENSG00000266215,ENST00000579623,miRNA,MIR3167,MI0014198,hsa-mir-3167
ENSG00000265820,ENST00000578255,miRNA,MIR3177,MI0014211,hsa-mir-3177
ENSG00000265518,ENST00000579127,miRNA,AL109615.1,,
ENSG00000265999,ENST00000584905,miRNA,AL499628.1,,
ENSG00000216112,ENST00000401293,miRNA,AC092675.1,,
ENSG00000238883,ENST00000459420,miRNA,AC114491.1,,
ENSG00000265536,ENST00000579317,miRNA,AL591042.1,,
ENSG00000265667,ENST00000579377,miRNA,AP003550.1,,
ENSG00000264753,ENST00000582803,miRNA,AL390036.1,,
ENSG00000223149,ENST00000411217,miRNA,AC010376.1,,
ENSG00000199169,ENST00000362299,miRNA,MIR367,MI0000775,hsa-mir-367
ENSG00000199145,ENST00000362275,miRNA,MIR302D,MI0000774,hsa-mir-302d
ENSG00000265657,ENST00000583423,miRNA,MIR3151,MI0014178,hsa-mir-3151
ENSG00000207927,ENST00000385192,miRNA,MIR302A,MI0000738,hsa-mir-302a
ENSG00000199102,ENST00000362232,miRNA,MIR302C,MI0000773,hsa-mir-302c
ENSG00000265700,ENST00000583964,miRNA,MIR4647,MI0017274,hsa-mir-4647
ENSG00000266619,ENST00000583943,miRNA,MIR4642,MI0017269,hsa-mir-4642
ENSG00000252664,ENST00000516855,miRNA,AC017020.1,,
ENSG00000207769,ENST00000385035,miRNA,MIR586,MI0003594,hsa-mir-586
ENSG00000266550,ENST00000579300,miRNA,AP002958.1,,
ENSG00000264048,ENST00000584345,miRNA,AL121992.1,,
ENSG00000252940,ENST00000517131,miRNA,AL357936.1,,
ENSG00000252731,ENST00000516922,miRNA,AL161793.1,,
ENSG00000212082,ENST00000390793,miRNA,AC010368.1,,
ENSG00000264500,ENST00000582636,miRNA,MIR3124,MI0014140,hsa-mir-3124
ENSG00000221599,ENST00000408672,miRNA,AL136446.1,,
ENSG00000207957,ENST00000385222,miRNA,MIR105-1,MI0000111,hsa-mir-105-1
ENSG00000251696,ENST00000515887,miRNA,AL583832.1,,
ENSG00000211583,ENST00000390228,miRNA,MIR767,MI0003763,hsa-mir-767
ENSG00000207818,ENST00000385083,miRNA,MIR105-2,MI0000112,hsa-mir-105-2
ENSG00000266330,ENST00000582442,miRNA,AL355353.1,,
ENSG00000207756,ENST00000385023,miRNA,MIR580,MI0003587,hsa-mir-580
ENSG00000264834,ENST00000580581,miRNA,MIR1273F,MI0018002,hsa-mir-1273f
ENSG00000266583,ENST00000584530,miRNA,MIR4478,MI0016831,hsa-mir-4478
ENSG00000266188,ENST00000578844,miRNA,MIR5095,MI0018001,hsa-mir-5095
ENSG00000265815,ENST00000577677,miRNA,MIR1273G,MI0018003,hsa-mir-1273g
ENSG00000272317,ENST00000606638,miRNA,AL162424.2,,
ENSG00000221289,ENST00000408362,miRNA,AC013406.1,,
ENSG00000199059,ENST00000362189,miRNA,MIR135B,MI0000810,hsa-mir-135b
ENSG00000263705,ENST00000581998,miRNA,MIR5689,MI0019294,hsa-mir-5689
ENSG00000263746,ENST00000578298,miRNA,MIR4277,MI0015886,hsa-mir-4277
ENSG00000265049,ENST00000584553,miRNA,AC009480.1,,
ENSG00000221617,ENST00000408690,miRNA,AC138123.1,,
ENSG00000265429,ENST00000577987,miRNA,MIR4782,MI0017427,hsa-mir-4782
ENSG00000265589,ENST00000582922,miRNA,AL359753.1,,
ENSG00000222651,ENST00000410719,miRNA,MIR1469,MI0007074,hsa-mir-1469
ENSG00000207707,ENST00000384974,miRNA,MIR639,MI0003654,hsa-mir-639
ENSG00000263686,ENST00000408477,miRNA,AL391375.1,,
ENSG00000222274,ENST00000410342,miRNA,AC018690.1,,
ENSG00000265562,ENST00000583783,miRNA,AC104037.1,,
ENSG00000263656,ENST00000582845,miRNA,AC105402.1,,
ENSG00000265516,ENST00000584665,miRNA,Z84488.1,,
ENSG00000221175,ENST00000408248,miRNA,AL391538.1,,
ENSG00000207571,ENST00000384839,miRNA,MIR615,MI0003628,hsa-mir-615
ENSG00000215984,ENST00000401165,miRNA,AC110769.1,,
ENSG00000265197,ENST00000584045,miRNA,AC053516.1,,
ENSG00000265846,ENST00000584832,miRNA,MIR4276,MI0015882,hsa-mir-4276
ENSG00000207709,ENST00000384976,miRNA,MIR197,MI0000239,hsa-mir-197
ENSG00000221656,ENST00000408729,miRNA,MIR1225,MI0006311,hsa-mir-1225
ENSG00000238335,ENST00000458884,miRNA,AC008869.1,,
ENSG00000221434,ENST00000408507,miRNA,AL132671.1,,
ENSG00000265493,ENST00000585179,miRNA,AC105914.1,,
ENSG00000264454,ENST00000578163,miRNA,AL049745.1,,
ENSG00000238758,ENST00000458940,miRNA,AL512791.1,,
ENSG00000265867,ENST00000583451,miRNA,MIR4516,MI0016882,hsa-mir-4516
ENSG00000264397,ENST00000583743,miRNA,MIR3180-5,MI0016409,hsa-mir-3180-5
ENSG00000264208,ENST00000585250,miRNA,MIR4781,MI0017426,hsa-mir-4781
ENSG00000221136,ENST00000408209,miRNA,AC131094.1,,
ENSG00000252748,ENST00000516939,miRNA,AL096869.1,,
ENSG00000252958,ENST00000517149,miRNA,AC009065.3,,
ENSG00000265404,ENST00000577877,miRNA,AC099796.1,,
ENSG00000264684,ENST00000585225,miRNA,MIR4773-2,MI0017416,hsa-mir-4773-2
ENSG00000264684,ENST00000585225,miRNA,MIR4773-2,MI0017415,hsa-mir-4773-1
ENSG00000223291,ENST00000411359,miRNA,AL354680.1,,
ENSG00000238836,ENST00000458832,miRNA,AC074129.1,,
ENSG00000207931,ENST00000385196,miRNA,MIR577,MI0003584,hsa-mir-577
ENSG00000207982,ENST00000385247,miRNA,MIR548B,MI0003596,hsa-mir-548b
ENSG00000212102,ENST00000390813,miRNA,MIR301B,MI0005568,hsa-mir-301b
ENSG00000207751,ENST00000385018,miRNA,MIR130B,MI0000748,hsa-mir-130b
ENSG00000216113,ENST00000401294,miRNA,AP001572.1,,
ENSG00000222158,ENST00000410226,miRNA,AP003471.2,,
ENSG00000266734,ENST00000579547,miRNA,AP003471.3,,
ENSG00000266392,ENST00000584184,miRNA,MIR4740,MI0017378,hsa-mir-4740
ENSG00000208032,ENST00000385297,miRNA,MIR548A3,MI0003612,hsa-mir-548a-3
ENSG00000266189,ENST00000577404,miRNA,MIR3186,MI0014229,hsa-mir-3186
ENSG00000265725,ENST00000579460,miRNA,MIR3144,MI0014169,hsa-mir-3144
ENSG00000263732,ENST00000583362,miRNA,AC012564.1,,
ENSG00000264715,ENST00000578347,miRNA,AC104996.1,,
ENSG00000265822,ENST00000581938,miRNA,MIR4422,MI0016759,hsa-mir-4422
ENSG00000266458,ENST00000584466,miRNA,hsa-mir-4259,MI0015858,hsa-mir-4259
ENSG00000199071,ENST00000362201,miRNA,MIR423,MI0014226,hsa-mir-3184
ENSG00000199071,ENST00000362201,miRNA,MIR423,MI0001445,hsa-mir-423
ENSG00000266077,ENST00000584254,miRNA,AC139149.1,,
ENSG00000253044,ENST00000517235,miRNA,AL691452.1,,
ENSG00000263365,ENST00000581561,miRNA,AC123788.1,,
ENSG00000221085,ENST00000408158,miRNA,AC096664.3,,
ENSG00000223201,ENST00000411269,miRNA,AC004699.1,,
ENSG00000263853,ENST00000584812,miRNA,AC139530.1,,
ENSG00000207991,ENST00000385256,miRNA,MIR601,MI0003614,hsa-mir-601
ENSG00000222647,ENST00000410715,miRNA,AC002070.1,,
ENSG00000266584,ENST00000577341,miRNA,AL355149.1,,
ENSG00000221323,ENST00000408396,miRNA,MIR1178,MI0006271,hsa-mir-1178
ENSG00000222722,ENST00000410790,miRNA,AL161790.1,,
ENSG00000264687,ENST00000583406,miRNA,AL050335.1,,
ENSG00000222309,ENST00000410377,miRNA,AL391839.1,,
